CUSIP,Security Type,Security Term,Auction Date,Issue Date,Maturity Date,Price,Investment Rate,High Yield,Interest Payment Frequency,Interest Rate
912796R35,Bill,13-Week,03/07/2022,03/10/2022,06/09/2022,99.903944,0.00386,,None,
912796M71,Bill,26-Week,03/07/2022,03/10/2022,09/08/2022,99.641056,0.00722,,None,
912796T74,Bill,4-Week,03/03/2022,03/08/2022,04/05/2022,99.987167,0.00167,,None,
912796U72,Bill,8-Week,03/03/2022,03/08/2022,05/03/2022,99.968111,0.00208,,None,
912796W88,Bill,119-Day,03/02/2022,03/08/2022,07/05/2022,99.823153,0.00543,,None,
912796Q44,Bill,13-Week,02/28/2022,03/03/2022,06/02/2022,99.909000,0.00365,,None,
912796T66,Bill,26-Week,02/28/2022,03/03/2022,09/01/2022,99.661278,0.00682,,None,
912796T25,Bill,4-Week,02/24/2022,03/01/2022,03/29/2022,99.996111,0.00051,,None,
912796U23,Bill,8-Week,02/24/2022,03/01/2022,04/26/2022,99.968889,0.00203,,None,
91282CEB3,Note,7-Year,02/24/2022,02/28/2022,02/28/2029,99.804270,,0.01905,Semi-Annual,0.01875
912796W39,Bill,119-Day,02/23/2022,03/01/2022,06/28/2022,99.811583,0.00579,,None,
91282CEC1,Note,5-Year,02/23/2022,02/28/2022,02/28/2027,99.976245,,0.0188,Semi-Annual,0.01875
91282CDU2,Note,1-Year 11-Month,02/23/2022,02/25/2022,01/31/2024,100.068232,,,Quarterly,
91282CEA5,Note,2-Year,02/22/2022,02/28/2022,02/29/2024,99.896026,,0.01553,Semi-Annual,0.015
912796Q36,Bill,13-Week,02/22/2022,02/24/2022,05/26/2022,99.903944,0.00386,,None,
912796T58,Bill,26-Week,02/22/2022,02/24/2022,08/25/2022,99.641056,0.00722,,None,
912796T33,Bill,52-Week,02/22/2022,02/24/2022,02/23/2023,98.842278,0.01171,,None,
912810TE8,Bond,30-Year,02/17/2022,02/28/2022,02/15/2052,98.102682,,0.00195,Semi-Annual,0.00125
912796S91,Bill,4-Week,02/17/2022,02/22/2022,03/22/2022,99.993778,0.00081,,None,
912796T90,Bill,8-Week,02/17/2022,02/22/2022,04/19/2022,99.961111,0.00254,,None,
912810TF5,Bond,20-Year,02/16/2022,02/28/2022,02/15/2042,99.667386,,0.02396,Semi-Annual,0.02375
912796W21,Bill,119-Day,02/16/2022,02/22/2022,06/21/2022,99.818194,0.00559,,None,
912796H44,Bill,13-Week,02/14/2022,02/17/2022,05/19/2022,99.888778,0.00447,,None,
912796T41,Bill,26-Week,02/14/2022,02/17/2022,08/18/2022,99.610722,0.00784,,None,
912796S83,Bill,4-Week,02/10/2022,02/15/2022,03/15/2022,99.998444,0.0002,,None,
912796T82,Bill,8-Week,02/10/2022,02/15/2022,04/12/2022,99.961111,0.00254,,None,
912810TD0,Bond,30-Year,02/10/2022,02/15/2022,02/15/2052,98.067757,,0.0234,Semi-Annual,0.0225
912796V97,Bill,119-Day,02/09/2022,02/15/2022,06/14/2022,99.857861,0.00437,,None,
91282CDY4,Note,10-Year,02/09/2022,02/15/2022,02/15/2032,99.737071,,0.01904,Semi-Annual,0.01875
91282CDZ1,Note,3-Year,02/08/2022,02/15/2022,02/15/2025,99.731529,,0.01592,Semi-Annual,0.015
912796Q28,Bill,13-Week,02/07/2022,02/10/2022,05/12/2022,99.926694,0.00294,,None,
912796L64,Bill,26-Week,02/07/2022,02/10/2022,08/11/2022,99.706778,0.0059,,None,
912796S75,Bill,4-Week,02/03/2022,02/08/2022,03/08/2022,99.997278,0.00035,,None,
912796T74,Bill,8-Week,02/03/2022,02/08/2022,04/05/2022,99.978222,0.00142,,None,
912796V89,Bill,119-Day,02/02/2022,02/08/2022,06/07/2022,99.887611,0.00345,,None,
912796P45,Bill,13-Week,01/31/2022,02/03/2022,05/05/2022,99.939333,0.00243,,None,
912796S67,Bill,26-Week,01/31/2022,02/03/2022,08/04/2022,99.747222,0.00508,,None,
912796S26,Bill,4-Week,01/27/2022,02/01/2022,03/01/2022,99.997278,0.00035,,None,
912796T25,Bill,8-Week,01/27/2022,02/01/2022,03/29/2022,99.978222,0.00142,,None,
91282CDW8,Note,7-Year,01/27/2022,01/31/2022,01/31/2029,99.875422,,0.01769,Semi-Annual,0.0175
912796V30,Bill,119-Day,01/26/2022,02/01/2022,05/31/2022,99.907444,0.00284,,None,
91282CDU2,Note,2-Year,01/26/2022,01/31/2022,01/31/2024,100.000000,,,Quarterly,
912828Z78,Note,5-Year,01/25/2022,01/31/2022,01/31/2027,99.841748,,0.01533,Semi-Annual,0.015
912796S34,Bill,52-Week,01/25/2022,01/27/2022,01/26/2023,99.363000,0.00642,,None,
91282CDV0,Note,2-Year,01/24/2022,01/31/2022,01/31/2024,99.772818,,0.0099,Semi-Annual,0.00875
912796P37,Bill,13-Week,01/24/2022,01/27/2022,04/28/2022,99.951972,0.00193,,None,
912796S59,Bill,26-Week,01/24/2022,01/27/2022,07/28/2022,99.807889,0.00386,,None,
91282CDX6,Note,10-Year,01/20/2022,01/31/2022,01/15/2032,107.081463,,-0.0054,Semi-Annual,0.00125
912796R92,Bill,4-Week,01/20/2022,01/25/2022,02/22/2022,99.996889,0.00041,,None,
912796S91,Bill,8-Week,01/20/2022,01/25/2022,03/22/2022,99.986778,0.00086,,None,
912810TC2,Bond,19-Year 10-Month,01/19/2022,01/31/2022,11/15/2041,96.646052,,0.0221,Semi-Annual,0.02
912796V22,Bill,119-Day,01/19/2022,01/25/2022,05/24/2022,99.909097,0.00279,,None,
912796G45,Bill,13-Week,01/18/2022,01/20/2022,04/21/2022,99.957028,0.00172,,None,
912796S42,Bill,26-Week,01/18/2022,01/20/2022,07/21/2022,99.815472,0.00371,,None,
912796R84,Bill,4-Week,01/13/2022,01/18/2022,02/15/2022,99.996889,0.00041,,None,
912796S83,Bill,8-Week,01/13/2022,01/18/2022,03/15/2022,99.992222,0.00051,,None,
912810TB4,Bond,29-Year 10-Month,01/13/2022,01/18/2022,11/15/2051,95.566819,,0.02075,Semi-Annual,0.01875
912796U98,Bill,119-Day,01/12/2022,01/18/2022,05/17/2022,99.933889,0.00203,,None,
91282CDJ7,Note,9-Year 10-Month,01/12/2022,01/18/2022,11/15/2031,96.866042,,0.01723,Semi-Annual,0.01375
91282CDS7,Note,3-Year,01/11/2022,01/18/2022,01/15/2025,99.671988,,0.01237,Semi-Annual,0.01125
912796P29,Bill,13-Week,01/10/2022,01/13/2022,04/14/2022,99.969667,0.00122,,None,
912796K57,Bill,26-Week,01/10/2022,01/13/2022,07/14/2022,99.860972,0.00279,,None,
912796R76,Bill,4-Week,01/06/2022,01/11/2022,02/08/2022,99.996111,0.00051,,None,
912796S75,Bill,8-Week,01/06/2022,01/11/2022,03/08/2022,99.991444,0.00056,,None,
912796U80,Bill,119-Day,01/05/2022,01/11/2022,05/10/2022,99.950417,0.00152,,None,
912796N47,Bill,13-Week,01/03/2022,01/06/2022,04/07/2022,99.977250,0.00091,,None,
912796R68,Bill,26-Week,01/03/2022,01/06/2022,07/07/2022,99.888778,0.00223,,None,
912796Q93,Bill,4-Week,12/30/2021,01/04/2022,02/01/2022,99.995722,0.00056,,None,
912796S26,Bill,8-Week,12/30/2021,01/04/2022,03/01/2022,99.991444,0.00056,,None,
912796U72,Bill,119-Day,12/29/2021,01/04/2022,05/03/2022,99.958681,0.00127,,None,
91282CDE8,Note,1-Year 10-Month,12/29/2021,12/31/2021,10/31/2023,100.009279,,,Quarterly,
91282CDP3,Note,7-Year,12/29/2021,12/31/2021,12/31/2028,99.304232,,0.0148,Semi-Annual,0.01375
91282CDQ1,Note,5-Year,12/28/2021,12/31/2021,12/31/2026,99.937202,,0.01263,Semi-Annual,0.0125
912796R27,Bill,52-Week,12/28/2021,12/30/2021,12/29/2022,99.605667,0.00397,,None,
91282CDR9,Note,2-Year,12/27/2021,12/31/2021,12/31/2023,99.962362,,0.00769,Semi-Annual,0.0075
912796N39,Bill,13-Week,12/27/2021,12/30/2021,03/31/2022,99.978514,0.00086,,None,
912796R50,Bill,26-Week,12/27/2021,12/30/2021,06/30/2022,99.893833,0.00213,,None,
912796Q85,Bill,4-Week,12/23/2021,12/28/2021,01/25/2022,99.996889,0.00041,,None,
912796R92,Bill,8-Week,12/23/2021,12/28/2021,02/22/2022,99.992222,0.00051,,None,
91282CDC2,Note,4-Year 10-Month,12/22/2021,12/31/2021,10/15/2026,109.428984,,-0.01508,Semi-Annual,0.00125
912796U23,Bill,119-Day,12/22/2021,12/28/2021,04/26/2022,99.963639,0.00112,,None,
912810TC2,Bond,19-Year 11-Month,12/21/2021,12/31/2021,11/15/2041,100.950671,,0.01942,Semi-Annual,0.02
912796F38,Bill,13-Week,12/20/2021,12/23/2021,03/24/2022,99.981042,0.00076,,None,
912796R43,Bill,26-Week,12/20/2021,12/23/2021,06/23/2022,99.919111,0.00162,,None,
912796M97,Bill,78-Day,12/20/2021,12/22/2021,03/10/2022,99.984833,0.00071,,None,
912796K73,Bill,23-Day,12/17/2021,12/21/2021,01/13/2022,99.996806,0.00051,,None,
912796Q77,Bill,4-Week,12/16/2021,12/21/2021,01/18/2022,99.997667,0.0003,,None,
912796R84,Bill,8-Week,12/16/2021,12/21/2021,02/15/2022,99.992222,0.00051,,None,
912796T90,Bill,119-Day,12/15/2021,12/21/2021,04/19/2022,99.970250,0.00091,,None,
912796N21,Bill,13-Week,12/13/2021,12/16/2021,03/17/2022,99.986097,0.00056,,None,
912796J42,Bill,26-Week,12/13/2021,12/16/2021,06/16/2022,99.934278,0.00132,,None,
912810TB4,Bond,29-Year 11-Month,12/09/2021,12/15/2021,11/15/2051,99.543665,,0.01895,Semi-Annual,0.01875
912796Q69,Bill,4-Week,12/09/2021,12/14/2021,01/11/2022,99.997667,0.0003,,None,
912796R76,Bill,8-Week,12/09/2021,12/14/2021,02/08/2022,99.992222,0.00051,,None,
91282CDJ7,Note,9-Year 11-Month,12/08/2021,12/15/2021,11/15/2031,98.687294,,0.01518,Semi-Annual,0.01375
912796T82,Bill,119-Day,12/08/2021,12/14/2021,04/12/2022,99.970250,0.00091,,None,
91282CDN8,Note,3-Year,12/07/2021,12/15/2021,12/15/2024,100.000000,,0.01,Semi-Annual,0.01
912796M97,Bill,13-Week,12/06/2021,12/09/2021,03/10/2022,99.986097,0.00056,,None,
912796R35,Bill,26-Week,12/06/2021,12/09/2021,06/09/2022,99.946917,0.00107,,None,
912796Q51,Bill,4-Week,12/02/2021,12/07/2021,01/04/2022,99.996889,0.00041,,None,
912796Q93,Bill,8-Week,12/02/2021,12/07/2021,02/01/2022,99.993000,0.00046,,None,
912810TC2,Bond,19-Year 11-Month,12/02/2021,12/06/2021,11/15/2041,102.121152,,0.01872,Semi-Annual,0.02
912796ZX0,Bill,8-Day,12/01/2021,12/07/2021,12/15/2021,99.996444,0.00162,,None,
912796T74,Bill,119-Day,12/01/2021,12/07/2021,04/05/2022,99.975208,0.00076,,None,
912796J75,Bill,21-Day,11/30/2021,12/02/2021,12/23/2021,99.990667,0.00162,,None,
912796P94,Bill,52-Week,11/30/2021,12/02/2021,12/01/2022,99.757333,0.00244,,None,
912796L98,Bill,13-Week,11/29/2021,12/02/2021,03/03/2022,99.987361,0.00051,,None,
912796Q44,Bill,26-Week,11/29/2021,12/02/2021,06/02/2022,99.954500,0.00091,,None,
912796P60,Bill,14-Day,11/24/2021,11/30/2021,12/14/2021,99.997667,0.00061,,None,
912796P86,Bill,4-Week,11/24/2021,11/30/2021,12/28/2021,99.990278,0.00127,,None,
912796Q85,Bill,8-Week,11/24/2021,11/30/2021,01/25/2022,99.993000,0.00046,,None,
912796T25,Bill,119-Day,11/24/2021,11/30/2021,03/29/2022,99.976861,0.00071,,None,
91282CDL2,Note,7-Year,11/23/2021,11/30/2021,11/30/2028,99.419180,,0.01588,Semi-Annual,0.015
912796Y94,Bill,35-Day,11/23/2021,11/26/2021,12/31/2021,99.985417,0.00152,,None,
91282CDE8,Note,1-Year 11-Month,11/23/2021,11/26/2021,10/31/2023,99.994138,,,Quarterly,
91282CDM0,Note,2-Year,11/22/2021,11/30/2021,11/30/2023,99.755904,,0.00623,Semi-Annual,0.005
91282CDK4,Note,5-Year,11/22/2021,11/30/2021,11/30/2026,99.667191,,0.01319,Semi-Annual,0.0125
912796D30,Bill,13-Week,11/22/2021,11/26/2021,02/24/2022,99.987500,0.00051,,None,
912796Q36,Bill,26-Week,11/22/2021,11/26/2021,05/26/2022,99.964806,0.00071,,None,
91282CCM1,Note,9-Year 8-Month,11/18/2021,11/30/2021,07/15/2031,115.601579,,-0.01145,Semi-Annual,0.00125
912796P78,Bill,4-Week,11/18/2021,11/23/2021,12/21/2021,99.991444,0.00112,,None,
912796Q77,Bill,8-Week,11/18/2021,11/23/2021,01/18/2022,99.993000,0.00046,,None,
912810TC2,Bond,20-Year,11/17/2021,11/30/2021,11/15/2041,98.940421,,0.02065,Semi-Annual,0.02
912796ZX0,Bill,22-Day,11/17/2021,11/23/2021,12/15/2021,99.992056,0.00132,,None,
912796S91,Bill,119-Day,11/17/2021,11/23/2021,03/22/2022,99.981819,0.00056,,None,
9127965G0,Bill,14-Day,11/16/2021,11/18/2021,12/02/2021,99.997861,0.00056,,None,
912796L80,Bill,13-Week,11/15/2021,11/18/2021,02/17/2022,99.988625,0.00046,,None,
912796H44,Bill,26-Week,11/15/2021,11/18/2021,05/19/2022,99.967139,0.00066,,None,
912796P60,Bill,4-Week,11/10/2021,11/16/2021,12/14/2021,99.996111,0.00051,,None,
912796Q69,Bill,8-Week,11/10/2021,11/16/2021,01/11/2022,99.990667,0.00061,,None,
912796S83,Bill,119-Day,11/10/2021,11/16/2021,03/15/2022,99.981819,0.00056,,None,
912810TB4,Bond,30-Year,11/10/2021,11/15/2021,11/15/2051,98.526943,,0.0194,Semi-Annual,0.01875
91282CDJ7,Note,10-Year,11/09/2021,11/15/2021,11/15/2031,99.359650,,0.01444,Semi-Annual,0.01375
91282CDH1,Note,3-Year,11/08/2021,11/15/2021,11/15/2024,100.000000,,0.0075,Semi-Annual,0.0075
912796L72,Bill,13-Week,11/08/2021,11/12/2021,02/10/2022,99.988750,0.00046,,None,
912796Q28,Bill,26-Week,11/08/2021,11/12/2021,05/12/2022,99.967319,0.00066,,None,
912796P52,Bill,4-Week,11/04/2021,11/09/2021,12/07/2021,99.996889,0.00041,,None,
912796Q51,Bill,8-Week,11/04/2021,11/09/2021,01/04/2022,99.991444,0.00056,,None,
912796S75,Bill,119-Day,11/03/2021,11/09/2021,03/08/2022,99.981819,0.00056,,None,
912796N96,Bill,52-Week,11/02/2021,11/04/2021,11/03/2022,99.838222,0.00162,,None,
912796K99,Bill,13-Week,11/01/2021,11/04/2021,02/03/2022,99.987361,0.00051,,None,
912796P45,Bill,26-Week,11/01/2021,11/04/2021,05/05/2022,99.967139,0.00066,,None,
912796N88,Bill,4-Week,10/28/2021,11/02/2021,11/30/2021,99.995722,0.00056,,None,
912796P86,Bill,8-Week,10/28/2021,11/02/2021,12/28/2021,99.985222,0.00096,,None,
91282CDF5,Note,7-Year,10/28/2021,11/01/2021,10/31/2028,99.429922,,0.01461,Semi-Annual,0.01375
912796S26,Bill,119-Day,10/27/2021,11/02/2021,03/01/2022,99.981819,0.00056,,None,
91282CDE8,Note,2-Year,10/27/2021,11/01/2021,10/31/2023,100.000000,,,Quarterly,
91282CDG3,Note,5-Year,10/27/2021,11/01/2021,10/31/2026,99.845040,,0.01157,Semi-Annual,0.01125
91282CDD0,Note,2-Year,10/26/2021,11/01/2021,10/31/2023,99.789555,,0.00481,Semi-Annual,0.00375
912796ZX0,Bill,48-Day,10/26/2021,10/28/2021,12/15/2021,99.986667,0.00101,,None,
912796C31,Bill,13-Week,10/25/2021,10/28/2021,01/27/2022,99.986097,0.00056,,None,
912796P37,Bill,26-Week,10/25/2021,10/28/2021,04/28/2022,99.969667,0.00061,,None,
91282CDC2,Note,5-Year,10/21/2021,10/29/2021,10/15/2026,109.509314,,-0.01685,Semi-Annual,0.00125
912796N70,Bill,4-Week,10/21/2021,10/26/2021,11/23/2021,99.996111,0.00051,,None,
912796P78,Bill,8-Week,10/21/2021,10/26/2021,12/21/2021,99.984444,0.00101,,None,
912810TA6,Bond,19-Year 10-Month,10/20/2021,11/01/2021,08/15/2041,94.354444,,0.021,Semi-Annual,0.0175
912796R92,Bill,119-Day,10/20/2021,10/26/2021,02/22/2022,99.981819,0.00056,,None,
912796H69,Bill,27-Day,10/20/2021,10/22/2021,11/18/2021,99.995875,0.00056,,None,
912796N88,Bill,40-Day,10/19/2021,10/21/2021,11/30/2021,99.993889,0.00056,,None,
912796K81,Bill,13-Week,10/18/2021,10/21/2021,01/20/2022,99.986097,0.00056,,None,
912796G45,Bill,26-Week,10/18/2021,10/21/2021,04/21/2022,99.969667,0.00061,,None,
912796N62,Bill,4-Week,10/14/2021,10/19/2021,11/16/2021,99.997278,0.00035,,None,
912796P60,Bill,8-Week,10/14/2021,10/19/2021,12/14/2021,99.987556,0.00081,,None,
912796H77,Bill,39-Day,10/14/2021,10/18/2021,11/26/2021,99.994042,0.00056,,None,
912796R84,Bill,119-Day,10/13/2021,10/19/2021,02/15/2022,99.983472,0.00051,,None,
912810SZ2,Bond,29-Year 10-Month,10/13/2021,10/15/2021,08/15/2051,98.908044,,0.02049,Semi-Annual,0.02
91282CDB4,Note,3-Year,10/12/2021,10/15/2021,10/15/2024,99.970331,,0.00635,Semi-Annual,0.00625
91282CCS8,Note,9-Year 10-Month,10/12/2021,10/15/2021,08/15/2031,96.968273,,0.01584,Semi-Annual,0.0125
912796K73,Bill,13-Week,10/12/2021,10/14/2021,01/13/2022,99.987361,0.00051,,None,
912796P29,Bill,26-Week,10/12/2021,10/14/2021,04/14/2022,99.972194,0.00056,,None,
912796N54,Bill,4-Week,10/07/2021,10/12/2021,11/09/2021,99.997278,0.00035,,None,
912796P52,Bill,8-Week,10/07/2021,10/12/2021,12/07/2021,99.982889,0.00112,,None,
912796J67,Bill,64-Day,10/06/2021,10/13/2021,12/16/2021,99.991111,0.00051,,None,
912796R76,Bill,119-Day,10/06/2021,10/12/2021,02/08/2022,99.981819,0.00056,,None,
912796ZB8,Bill,8-Day,10/05/2021,10/07/2021,10/15/2021,99.996889,0.00142,,None,
912796M89,Bill,52-Week,10/05/2021,10/07/2021,10/06/2022,99.909000,0.00091,,None,
912796K65,Bill,13-Week,10/04/2021,10/07/2021,01/06/2022,99.989889,0.00041,,None,
912796N47,Bill,26-Week,10/04/2021,10/07/2021,04/07/2022,99.972194,0.00056,,None,
912796M63,Bill,4-Week,09/30/2021,10/05/2021,11/02/2021,99.996500,0.00046,,None,
912796N88,Bill,8-Week,09/30/2021,10/05/2021,11/30/2021,99.993778,0.00041,,None,
912796Q93,Bill,119-Day,09/29/2021,10/05/2021,02/01/2022,99.983472,0.00051,,None,
91282CCY5,Note,7-Year,09/28/2021,09/30/2021,09/30/2028,99.453681,,0.01332,Semi-Annual,0.0125
912796A90,Bill,13-Week,09/27/2021,09/30/2021,12/30/2021,99.991153,0.00035,,None,
912796N39,Bill,26-Week,09/27/2021,09/30/2021,03/31/2022,99.974722,0.00051,,None,
91282CDA6,Note,2-Year,09/27/2021,09/30/2021,09/30/2023,99.880464,,0.0031,Semi-Annual,0.0025
91282CCZ2,Note,5-Year,09/27/2021,09/30/2021,09/30/2026,99.440349,,0.0099,Semi-Annual,0.00875
91282CCM1,Note,9-Year 10-Month,09/23/2021,09/30/2021,07/15/2031,112.982468,,-0.00939,Semi-Annual,0.00125
912796M55,Bill,4-Week,09/23/2021,09/28/2021,10/26/2021,99.996111,0.00051,,None,
912796N70,Bill,8-Week,09/23/2021,09/28/2021,11/23/2021,99.994556,0.00035,,None,
912796Q85,Bill,119-Day,09/22/2021,09/28/2021,01/25/2022,99.988431,0.00035,,None,
91282CCQ2,Note,1-Year 10-Month,09/22/2021,09/24/2021,07/31/2023,100.005620,,,Quarterly,
912810TA6,Bond,19-Year 11-Month,09/21/2021,09/30/2021,08/15/2041,99.249087,,0.01795,Semi-Annual,0.0175
912796J75,Bill,13-Week,09/20/2021,09/23/2021,12/23/2021,99.991153,0.00035,,None,
912796F38,Bill,26-Week,09/20/2021,09/23/2021,03/24/2022,99.977250,0.00046,,None,
912796M48,Bill,4-Week,09/16/2021,09/21/2021,10/19/2021,99.995722,0.00056,,None,
912796N62,Bill,8-Week,09/16/2021,09/21/2021,11/16/2021,99.991444,0.00056,,None,
912796Q77,Bill,119-Day,09/15/2021,09/21/2021,01/18/2022,99.985125,0.00046,,None,
912796J67,Bill,13-Week,09/13/2021,09/16/2021,12/16/2021,99.989889,0.00041,,None,
912796N21,Bill,26-Week,09/13/2021,09/16/2021,03/17/2022,99.974722,0.00051,,None,
912810SZ2,Bond,29-Year 11-Month,09/09/2021,09/15/2021,08/15/2051,102.042432,,0.0191,Semi-Annual,0.02
912796M30,Bill,4-Week,09/09/2021,09/14/2021,10/12/2021,99.995333,0.00061,,None,
912796N54,Bill,8-Week,09/09/2021,09/14/2021,11/09/2021,99.989889,0.00066,,None,
91282CCS8,Note,9-Year 11-Month,09/08/2021,09/15/2021,08/15/2031,99.184765,,0.01338,Semi-Annual,0.0125
912796Q69,Bill,119-Day,09/08/2021,09/14/2021,01/11/2022,99.985125,0.00046,,None,
91282CCX7,Note,3-Year,09/07/2021,09/15/2021,09/15/2024,99.785680,,0.00447,Semi-Annual,0.00375
912796F61,Bill,21-Day,09/07/2021,09/09/2021,09/30/2021,99.997083,0.00051,,None,
912796J59,Bill,13-Week,09/07/2021,09/09/2021,12/09/2021,99.988625,0.00046,,None,
912796M97,Bill,26-Week,09/07/2021,09/09/2021,03/10/2022,99.974722,0.00051,,None,
912796M71,Bill,52-Week,09/07/2021,09/09/2021,09/08/2022,99.924167,0.00076,,None,
912796M22,Bill,4-Week,09/02/2021,09/07/2021,10/05/2021,99.997278,0.00035,,None,
912796M63,Bill,8-Week,09/02/2021,09/07/2021,11/02/2021,99.989889,0.00066,,None,
912796Q51,Bill,119-Day,09/01/2021,09/07/2021,01/04/2022,99.985125,0.00046,,None,
912796F53,Bill,21-Day,08/31/2021,09/02/2021,09/23/2021,99.997667,0.00041,,None,
9127965G0,Bill,13-Week,08/30/2021,09/02/2021,12/02/2021,99.988625,0.00046,,None,
912796L98,Bill,26-Week,08/30/2021,09/02/2021,03/03/2022,99.972194,0.00056,,None,
912796L56,Bill,4-Week,08/26/2021,08/31/2021,09/28/2021,99.997278,0.00035,,None,
912796M55,Bill,8-Week,08/26/2021,08/31/2021,10/26/2021,99.990667,0.00061,,None,
91282CCV1,Note,7-Year,08/26/2021,08/31/2021,08/31/2028,99.798822,,0.01155,Semi-Annual,0.01125
912796P86,Bill,119-Day,08/25/2021,08/31/2021,12/28/2021,99.983472,0.00051,,None,
91282CCW9,Note,5-Year,08/25/2021,08/31/2021,08/31/2026,99.604103,,0.00831,Semi-Annual,0.0075
91282CCQ2,Note,1-Year 11-Month,08/25/2021,08/27/2021,07/31/2023,100.005852,,,Quarterly,
91282CCU3,Note,2-Year,08/24/2021,08/31/2021,08/31/2023,99.766706,,0.00242,Semi-Annual,0.00125
912796ZC6,Bill,67-Day,08/24/2021,08/26/2021,11/01/2021,99.988833,0.00061,,None,
912796H77,Bill,13-Week,08/23/2021,08/26/2021,11/26/2021,99.985944,0.00056,,None,
912796D30,Bill,26-Week,08/23/2021,08/26/2021,02/24/2022,99.974722,0.00051,,None,
912810SV1,Bond,29-Year 6-Month,08/19/2021,08/31/2021,02/15/2051,117.718212,,-0.00292,Semi-Annual,0.00125
912796L49,Bill,4-Week,08/19/2021,08/24/2021,09/21/2021,99.996889,0.00041,,None,
912796M48,Bill,8-Week,08/19/2021,08/24/2021,10/19/2021,99.991444,0.00056,,None,
912810TA6,Bond,20-Year,08/18/2021,08/31/2021,08/15/2041,98.336995,,0.0185,Semi-Annual,0.0175
912796P78,Bill,119-Day,08/18/2021,08/24/2021,12/21/2021,99.985125,0.00046,,None,
912796F61,Bill,42-Day,08/17/2021,08/19/2021,09/30/2021,99.995333,0.00041,,None,
912796ZB8,Bill,57-Day,08/17/2021,08/19/2021,10/15/2021,99.989708,0.00066,,None,
912796H69,Bill,13-Week,08/16/2021,08/19/2021,11/18/2021,99.982306,0.00071,,None,
912796L80,Bill,26-Week,08/16/2021,08/19/2021,02/17/2022,99.974722,0.00051,,None,
912796L31,Bill,4-Week,08/12/2021,08/17/2021,09/14/2021,99.996500,0.00046,,None,
912796M30,Bill,8-Week,08/12/2021,08/17/2021,10/12/2021,99.991444,0.00056,,None,
912810SZ2,Bond,30-Year,08/12/2021,08/16/2021,08/15/2051,99.105786,,0.0204,Semi-Annual,0.02
912796P60,Bill,119-Day,08/11/2021,08/17/2021,12/14/2021,99.985125,0.00046,,None,
91282CCS8,Note,10-Year,08/11/2021,08/16/2021,08/15/2031,99.160510,,0.0134,Semi-Annual,0.0125
91282CCT6,Note,3-Year,08/10/2021,08/16/2021,08/15/2024,99.732422,,0.00465,Semi-Annual,0.00375
912796F53,Bill,42-Day,08/10/2021,08/12/2021,09/23/2021,99.995333,0.00041,,None,
912796L64,Bill,52-Week,08/10/2021,08/12/2021,08/11/2022,99.919111,0.00081,,None,
912796H51,Bill,13-Week,08/09/2021,08/12/2021,11/12/2021,99.987222,0.00051,,None,
912796L72,Bill,26-Week,08/09/2021,08/12/2021,02/10/2022,99.974722,0.00051,,None,
912796L23,Bill,4-Week,08/05/2021,08/10/2021,09/07/2021,99.996889,0.00041,,None,
912796M22,Bill,8-Week,08/05/2021,08/10/2021,10/05/2021,99.992222,0.00051,,None,
912796P52,Bill,119-Day,08/04/2021,08/10/2021,12/07/2021,99.983472,0.00051,,None,
912796F46,Bill,42-Day,08/03/2021,08/05/2021,09/16/2021,99.995333,0.00041,,None,
9127964W6,Bill,13-Week,08/02/2021,08/05/2021,11/04/2021,99.987361,0.00051,,None,
912796K99,Bill,26-Week,08/02/2021,08/05/2021,02/03/2022,99.972194,0.00056,,None,
912796K40,Bill,4-Week,07/29/2021,08/03/2021,08/31/2021,99.996500,0.00046,,None,
912796L56,Bill,8-Week,07/29/2021,08/03/2021,09/28/2021,99.993000,0.00046,,None,
91282CCR0,Note,7-Year,07/29/2021,08/02/2021,07/31/2028,99.663627,,0.0105,Semi-Annual,0.01
912796N88,Bill,119-Day,07/28/2021,08/03/2021,11/30/2021,99.983472,0.00051,,None,
91282CCQ2,Note,2-Year,07/28/2021,08/02/2021,07/31/2023,100.000000,,,Quarterly,
91282CCP4,Note,5-Year,07/27/2021,08/02/2021,07/31/2026,99.583614,,0.0071,Semi-Annual,0.00625
9127964L0,Bill,42-Day,07/27/2021,07/29/2021,09/09/2021,99.995333,0.00041,,None,
91282CCN9,Note,2-Year,07/26/2021,08/02/2021,07/31/2023,99.824943,,0.00213,Semi-Annual,0.00125
912796G78,Bill,13-Week,07/26/2021,07/29/2021,10/28/2021,99.987361,0.00051,,None,
912796C31,Bill,26-Week,07/26/2021,07/29/2021,01/27/2022,99.974722,0.00051,,None,
91282CCM1,Note,10-Year,07/22/2021,07/30/2021,07/15/2031,112.423650,,-0.01016,Semi-Annual,0.00125
912796K32,Bill,4-Week,07/22/2021,07/27/2021,08/24/2021,99.996500,0.00046,,None,
912796L49,Bill,8-Week,07/22/2021,07/27/2021,09/21/2021,99.993000,0.00046,,None,
912810SY5,Bond,19-Year 10-Month,07/21/2021,08/02/2021,05/15/2041,105.917067,,0.0189,Semi-Annual,0.0225
912796N70,Bill,119-Day,07/21/2021,07/27/2021,11/23/2021,99.983472,0.00051,,None,
912796D63,Bill,42-Day,07/20/2021,07/22/2021,09/02/2021,99.994750,0.00046,,None,
912796G60,Bill,13-Week,07/19/2021,07/22/2021,10/21/2021,99.987361,0.00051,,None,
